serverid,servername,gamescore,topn,ones,serverProbability,serverFrequency
206,Guillaume Rufin,30-0,75,1,.64444447,90
206,Guillaume Rufin,30-15,75,1,.57272726,110
206,Guillaume Rufin,30-30,75,1,.63265306,98
206,Guillaume Rufin,30-40,75,1,.59375,64
206,Guillaume Rufin,40-0,75,1,.65517241,58
206,Guillaume Rufin,40-15,75,1,.57831323,83
206,Guillaume Rufin,40-30,75,1,.53608245,97
206,Guillaume Rufin,40-40,75,1,.53012049,83
206,Guillaume Rufin,40-50,75,1,.60869563,46
206,Guillaume Rufin,50-40,75,1,.62121212,66
208,Victor Hanescu,0-0,75,1,.59836066,610
208,Victor Hanescu,0-15,75,1,.62857145,245
208,Victor Hanescu,0-30,75,1,.48888889,90
208,Victor Hanescu,0-40,75,1,.47826087,46
208,Victor Hanescu,15-0,75,1,.66849315,365
208,Victor Hanescu,15-15,75,1,.61454546,275
208,Victor Hanescu,15-30,75,1,.58940399,151
208,Victor Hanescu,15-40,75,1,.65476191,84
208,Victor Hanescu,30-0,75,1,.66393441,244
208,Victor Hanescu,30-15,75,1,.58565736,251
208,Victor Hanescu,30-30,75,1,.64248705,193
208,Victor Hanescu,30-40,75,1,.56451613,124
208,Victor Hanescu,40-0,75,1,.62345678,162
208,Victor Hanescu,40-15,75,1,.59615386,208
208,Victor Hanescu,40-30,75,1,.60576922,208
208,Victor Hanescu,40-40,75,1,.6381579,152
208,Victor Hanescu,40-50,75,1,.6025641,78
208,Victor Hanescu,50-40,75,1,.53333336,120
210,Wishaya Trongcharoenchaikul,0-0,75,1,.2857143,7
210,Wishaya Trongcharoenchaikul,0-15,75,1,.2,5
210,Wishaya Trongcharoenchaikul,0-30,75,1,0,4
210,Wishaya Trongcharoenchaikul,0-40,75,1,.75,4
210,Wishaya Trongcharoenchaikul,15-0,75,1,1,2
210,Wishaya Trongcharoenchaikul,15-15,75,1,1,1
210,Wishaya Trongcharoenchaikul,15-40,75,1,.33333334,3
210,Wishaya Trongcharoenchaikul,30-0,75,1,.5,2
210,Wishaya Trongcharoenchaikul,30-15,75,1,.5,2
210,Wishaya Trongcharoenchaikul,30-30,75,1,0,1
210,Wishaya Trongcharoenchaikul,30-40,75,1,.5,2
210,Wishaya Trongcharoenchaikul,40-0,75,1,1,1
210,Wishaya Trongcharoenchaikul,40-15,75,1,0,1
210,Wishaya Trongcharoenchaikul,40-30,75,1,1,1
210,Wishaya Trongcharoenchaikul,40-40,75,1,0,1
210,Wishaya Trongcharoenchaikul,40-50,75,1,1,1
211,Grigor Dimitrov,0-0,75,1,.67117584,1922
211,Grigor Dimitrov,0-15,75,1,.62183547,632
211,Grigor Dimitrov,0-30,75,1,.69874477,239
211,Grigor Dimitrov,0-40,75,1,.54166669,72
211,Grigor Dimitrov,15-0,75,1,.65632272,1289
211,Grigor Dimitrov,15-15,75,1,.67822969,836
211,Grigor Dimitrov,15-30,75,1,.58944952,436
211,Grigor Dimitrov,15-40,75,1,.63761467,218
211,Grigor Dimitrov,30-0,75,1,.70803785,846
211,Grigor Dimitrov,30-15,75,1,.63636363,814
211,Grigor Dimitrov,30-30,75,1,.64556962,553
211,Grigor Dimitrov,30-40,75,1,.66865671,335
211,Grigor Dimitrov,40-0,75,1,.6777963,599
211,Grigor Dimitrov,40-15,75,1,.67651194,711
211,Grigor Dimitrov,40-30,75,1,.64395231,587
211,Grigor Dimitrov,40-40,75,1,.630485,433
211,Grigor Dimitrov,40-50,75,1,.56521738,207
211,Grigor Dimitrov,50-40,75,1,.6122449,343
215,Flavio Cipolla,0-0,75,1,.63137257,255
215,Flavio Cipolla,0-15,75,1,.59574467,94
215,Flavio Cipolla,0-30,75,1,.57894737,38
215,Flavio Cipolla,0-40,75,1,.5625,16
215,Flavio Cipolla,15-0,75,1,.46583852,161
215,Flavio Cipolla,15-15,75,1,.59154928,142
215,Flavio Cipolla,15-30,75,1,.5,80
215,Flavio Cipolla,15-40,75,1,.63265306,49
215,Flavio Cipolla,30-0,75,1,.60000002,75
215,Flavio Cipolla,30-15,75,1,.45614034,114
215,Flavio Cipolla,30-30,75,1,.52941179,102
215,Flavio Cipolla,30-40,75,1,.49367088,79
215,Flavio Cipolla,40-0,75,1,.51111114,45
215,Flavio Cipolla,40-15,75,1,.6081081,74
215,Flavio Cipolla,40-30,75,1,.53012049,83
215,Flavio Cipolla,40-40,75,1,.51282054,78
215,Flavio Cipolla,40-50,75,1,.59183675,49
215,Flavio Cipolla,50-40,75,1,.625,56
218,Marius Copil,0-0,75,1,.65638769,227
218,Marius Copil,0-15,75,1,.57692307,78
218,Marius Copil,0-30,75,1,.66666669,33
218,Marius Copil,0-40,75,1,.72727275,11
218,Marius Copil,15-0,75,1,.61073828,149
218,Marius Copil,15-15,75,1,.65048546,103
218,Marius Copil,15-30,75,1,.62068963,58
218,Marius Copil,15-40,75,1,.60000002,30
218,Marius Copil,30-0,75,1,.73626375,91
218,Marius Copil,30-15,75,1,.53846157,91
218,Marius Copil,30-30,75,1,.65384614,78
218,Marius Copil,30-40,75,1,.51111114,45
218,Marius Copil,40-0,75,1,.73134327,67
218,Marius Copil,40-15,75,1,.52238804,67
218,Marius Copil,40-30,75,1,.68674701,83
218,Marius Copil,40-40,75,1,.6122449,49
218,Marius Copil,40-50,75,1,.63999999,25
218,Marius Copil,50-40,75,1,.51219511,41
221,Rogerio Dutra Silva,0-0,75,1,.47619048,21
221,Rogerio Dutra Silva,0-15,75,1,.54545456,11
221,Rogerio Dutra Silva,0-30,75,1,.40000001,5
221,Rogerio Dutra Silva,0-40,75,1,.66666669,3
221,Rogerio Dutra Silva,15-0,75,1,.60000002,10
221,Rogerio Dutra Silva,15-15,75,1,.60000002,10
221,Rogerio Dutra Silva,15-30,75,1,.33333334,6
221,Rogerio Dutra Silva,15-40,75,1,.5,6
221,Rogerio Dutra Silva,30-0,75,1,.83333331,6
221,Rogerio Dutra Silva,30-15,75,1,.5714286,7
221,Rogerio Dutra Silva,30-30,75,1,.60000002,5
221,Rogerio Dutra Silva,30-40,75,1,.2,5
221,Rogerio Dutra Silva,40-0,75,1,.60000002,5
221,Rogerio Dutra Silva,40-15,75,1,.66666669,6
221,Rogerio Dutra Silva,40-30,75,1,.2,5
221,Rogerio Dutra Silva,40-40,75,1,.60000002,5
221,Rogerio Dutra Silva,40-50,75,1,1,3
221,Rogerio Dutra Silva,50-40,75,1,.5,4
222,Philip Bester,0-0,75,1,.5,8
222,Philip Bester,0-15,75,1,.75,4
222,Philip Bester,0-30,75,1,1,1
222,Philip Bester,15-0,75,1,.75,4
222,Philip Bester,15-15,75,1,.75,4
222,Philip Bester,15-30,75,1,.5,2
222,Philip Bester,15-40,75,1,0,1
222,Philip Bester,30-0,75,1,0,3
222,Philip Bester,30-15,75,1,.66666669,6
222,Philip Bester,30-30,75,1,.33333334,3
222,Philip Bester,30-40,75,1,.5,2
222,Philip Bester,40-15,75,1,1,4
222,Philip Bester,40-30,75,1,1,1
222,Philip Bester,40-40,75,1,0,1
222,Philip Bester,40-50,75,1,1,1
223,Ricardas Berankis,0-0,75,1,.63608563,327
223,Ricardas Berankis,0-15,75,1,.63025212,119
223,Ricardas Berankis,0-30,75,1,.5,44
223,Ricardas Berankis,0-40,75,1,.5,22
223,Ricardas Berankis,15-0,75,1,.61538464,208
223,Ricardas Berankis,15-15,75,1,.61935484,155
223,Ricardas Berankis,15-30,75,1,.62962961,81
223,Ricardas Berankis,15-40,75,1,.53658539,41
223,Ricardas Berankis,30-0,75,1,.6640625,128
223,Ricardas Berankis,30-15,75,1,.63309354,139
223,Ricardas Berankis,30-30,75,1,.57843137,102
223,Ricardas Berankis,30-40,75,1,.61538464,65
223,Ricardas Berankis,40-0,75,1,.61176473,85
223,Ricardas Berankis,40-15,75,1,.73553717,121
223,Ricardas Berankis,40-30,75,1,.5714286,91
223,Ricardas Berankis,40-40,75,1,.65822786,79
223,Ricardas Berankis,40-50,75,1,.7352941,34
223,Ricardas Berankis,50-40,75,1,.63768119,69
224,Somdev Devvarman,0-0,75,1,.55094337,265
224,Somdev Devvarman,0-15,75,1,.55462188,119
224,Somdev Devvarman,0-30,75,1,.5471698,53
224,Somdev Devvarman,0-40,75,1,.70833331,24
224,Somdev Devvarman,15-0,75,1,.5958904,146
224,Somdev Devvarman,15-15,75,1,.56800002,125
224,Somdev Devvarman,15-30,75,1,.57831323,83
224,Somdev Devvarman,15-40,75,1,.61538464,52
224,Somdev Devvarman,30-0,75,1,.56321841,87
224,Somdev Devvarman,30-15,75,1,.59633029,109
224,Somdev Devvarman,30-30,75,1,.6630435,92
224,Somdev Devvarman,30-40,75,1,.50793654,63
224,Somdev Devvarman,40-0,75,1,.67346936,49
224,Somdev Devvarman,40-15,75,1,.66666669,81
224,Somdev Devvarman,40-30,75,1,.44318181,88
224,Somdev Devvarman,40-40,75,1,.65432101,81
224,Somdev Devvarman,40-50,75,1,.5,40
224,Somdev Devvarman,50-40,75,1,.63076925,65
232,Attila Balazs,0-0,75,1,.46875,32
232,Attila Balazs,0-15,75,1,.58823532,17
232,Attila Balazs,0-30,75,1,.5714286,7
232,Attila Balazs,0-40,75,1,.66666669,3
232,Attila Balazs,15-0,75,1,.66666669,15
232,Attila Balazs,15-15,75,1,.46666667,15
232,Attila Balazs,15-30,75,1,.58333331,12
232,Attila Balazs,15-40,75,1,.42857143,7
232,Attila Balazs,30-0,75,1,.69999999,10
232,Attila Balazs,30-15,75,1,.60000002,10
232,Attila Balazs,30-30,75,1,.54545456,11
232,Attila Balazs,30-40,75,1,.75,8
232,Attila Balazs,40-0,75,1,.2857143,7
232,Attila Balazs,40-15,75,1,.54545456,11
232,Attila Balazs,40-30,75,1,.27272728,11
232,Attila Balazs,40-40,75,1,.5714286,14
232,Attila Balazs,40-50,75,1,.55555558,9
232,Attila Balazs,50-40,75,1,.45454547,11
233,Marcos Baghdatis,0-0,75,1,.62218648,1244
233,Marcos Baghdatis,0-15,75,1,.61276597,470
233,Marcos Baghdatis,0-30,75,1,.63186812,182
233,Marcos Baghdatis,0-40,75,1,.58208954,67
233,Marcos Baghdatis,15-0,75,1,.65032256,775
233,Marcos Baghdatis,15-15,75,1,.6386404,559
233,Marcos Baghdatis,15-30,75,1,.66246057,317
233,Marcos Baghdatis,15-40,75,1,.62068963,145
233,Marcos Baghdatis,30-0,75,1,.68190855,503
233,Marcos Baghdatis,30-15,75,1,.62669247,517
233,Marcos Baghdatis,30-30,75,1,.66501242,403
233,Marcos Baghdatis,30-40,75,1,.59734511,226
233,Marcos Baghdatis,40-0,75,1,.63265306,343
233,Marcos Baghdatis,40-15,75,1,.63777781,450
233,Marcos Baghdatis,40-30,75,1,.62412995,431
233,Marcos Baghdatis,40-40,75,1,.66329968,297
233,Marcos Baghdatis,40-50,75,1,.62142855,140
233,Marcos Baghdatis,50-40,75,1,.63855422,249
234,Grega Zemlja,0-0,75,1,.60182369,329
234,Grega Zemlja,0-15,75,1,.49618322,131
234,Grega Zemlja,0-30,75,1,.59090906,66
234,Grega Zemlja,0-40,75,1,.48148149,27
234,Grega Zemlja,15-0,75,1,.60101008,198
234,Grega Zemlja,15-15,75,1,.52777779,144
234,Grega Zemlja,15-30,75,1,.56074768,107
234,Grega Zemlja,15-40,75,1,.63333333,60
234,Grega Zemlja,30-0,75,1,.57983196,119
234,Grega Zemlja,30-15,75,1,.56800002,125
234,Grega Zemlja,30-30,75,1,.60526317,114
234,Grega Zemlja,30-40,75,1,.60975611,82
234,Grega Zemlja,40-0,75,1,.62318838,69
234,Grega Zemlja,40-15,75,1,.66326529,98
234,Grega Zemlja,40-30,75,1,.61764705,102
234,Grega Zemlja,40-40,75,1,.54444444,90
234,Grega Zemlja,40-50,75,1,.63461536,52
234,Grega Zemlja,50-40,75,1,.67164177,67
235,Dennis Novak,0-0,75,1,.68181819,22
235,Dennis Novak,0-15,75,1,.42857143,7
235,Dennis Novak,0-30,75,1,.5,4
235,Dennis Novak,0-40,75,1,.5,2
235,Dennis Novak,15-0,75,1,.66666669,15
235,Dennis Novak,15-15,75,1,.375,8
235,Dennis Novak,15-30,75,1,.5714286,7
235,Dennis Novak,15-40,75,1,.25,4
235,Dennis Novak,30-0,75,1,.5,10
235,Dennis Novak,30-15,75,1,.5,8
235,Dennis Novak,30-30,75,1,.625,8
235,Dennis Novak,30-40,75,1,.25,4
235,Dennis Novak,40-0,75,1,.60000002,5
235,Dennis Novak,40-15,75,1,.83333331,6
235,Dennis Novak,40-30,75,1,.5,6
235,Dennis Novak,40-40,75,1,.75,4
235,Dennis Novak,40-50,75,1,1,3
235,Dennis Novak,50-40,75,1,.25,4
245,Austin Krajicek,0-0,75,1,.60283691,141
245,Austin Krajicek,0-15,75,1,.64285713,56
245,Austin Krajicek,0-30,75,1,.80000001,20
245,Austin Krajicek,0-40,75,1,.75,4
245,Austin Krajicek,15-0,75,1,.72941178,85
245,Austin Krajicek,15-15,75,1,.66101694,59
245,Austin Krajicek,15-30,75,1,.83333331,36
245,Austin Krajicek,15-40,75,1,.55555558,9
245,Austin Krajicek,30-0,75,1,.69354838,62
245,Austin Krajicek,30-15,75,1,.60344827,58
245,Austin Krajicek,30-30,75,1,.58490568,53
245,Austin Krajicek,30-40,75,1,.62962961,27
245,Austin Krajicek,40-0,75,1,.76744187,43
245,Austin Krajicek,40-15,75,1,.66666669,45
245,Austin Krajicek,40-30,75,1,.56521738,46
245,Austin Krajicek,40-40,75,1,.7027027,37
245,Austin Krajicek,40-50,75,1,.625,16
245,Austin Krajicek,50-40,75,1,.53333336,30
246,Nicolas Almagro,0-0,75,1,.65935487,1550
246,Nicolas Almagro,0-15,75,1,.64393938,528
246,Nicolas Almagro,0-30,75,1,.62234044,188
246,Nicolas Almagro,0-40,75,1,.59154928,71
246,Nicolas Almagro,15-0,75,1,.64481407,1022
246,Nicolas Almagro,15-15,75,1,.65291607,703
246,Nicolas Almagro,15-30,75,1,.62603879,361
246,Nicolas Almagro,15-40,75,1,.57062149,177
246,Nicolas Almagro,30-0,75,1,.69242424,660
246,Nicolas Almagro,30-15,75,1,.65861028,662
246,Nicolas Almagro,30-30,75,1,.63938051,452
246,Nicolas Almagro,30-40,75,1,.59090906,264
246,Nicolas Almagro,40-0,75,1,.68859649,456
246,Nicolas Almagro,40-15,75,1,.68284231,577
246,Nicolas Almagro,40-30,75,1,.63771188,472
246,Nicolas Almagro,40-40,75,1,.68195719,327
246,Nicolas Almagro,40-50,75,1,.66433567,143
246,Nicolas Almagro,50-40,75,1,.62807018,285
250,Emilio Gomez,0-0,75,1,.69999999,10
250,Emilio Gomez,0-15,75,1,.66666669,3
250,Emilio Gomez,0-30,75,1,0,1
250,Emilio Gomez,0-40,75,1,1,1
250,Emilio Gomez,15-0,75,1,.42857143,7
250,Emilio Gomez,15-15,75,1,.66666669,6
250,Emilio Gomez,15-30,75,1,.5,2
250,Emilio Gomez,15-40,75,1,1,2
250,Emilio Gomez,30-0,75,1,.66666669,3
250,Emilio Gomez,30-15,75,1,.2,5
250,Emilio Gomez,30-30,75,1,.60000002,5
250,Emilio Gomez,30-40,75,1,.75,4
250,Emilio Gomez,40-0,75,1,.5,2
250,Emilio Gomez,40-15,75,1,.5,2
250,Emilio Gomez,40-30,75,1,1,4
250,Emilio Gomez,40-40,75,1,.33333334,3
250,Emilio Gomez,40-50,75,1,1,2
250,Emilio Gomez,50-40,75,1,1,3
257,Bobby Reynolds,0-0,75,1,.66666669,66
257,Bobby Reynolds,0-15,75,1,.54545456,22
257,Bobby Reynolds,0-30,75,1,.69999999,10
257,Bobby Reynolds,0-40,75,1,.66666669,3
257,Bobby Reynolds,15-0,75,1,.63636363,44
257,Bobby Reynolds,15-15,75,1,.64285713,28
257,Bobby Reynolds,15-30,75,1,.52941179,17
257,Bobby Reynolds,15-40,75,1,.80000001,10
257,Bobby Reynolds,30-0,75,1,.60714287,28
257,Bobby Reynolds,30-15,75,1,.48275861,29
257,Bobby Reynolds,30-30,75,1,.58333331,24
257,Bobby Reynolds,30-40,75,1,.33333334,18
257,Bobby Reynolds,40-0,75,1,.64705884,17
257,Bobby Reynolds,40-15,75,1,.69999999,20
257,Bobby Reynolds,40-30,75,1,.55000001,20
257,Bobby Reynolds,40-40,75,1,.66666669,15
257,Bobby Reynolds,40-50,75,1,.83333331,6
257,Bobby Reynolds,50-40,75,1,.53846157,13
262,Tomas Berdych,0-0,75,1,.654392,2607
262,Tomas Berdych,0-15,75,1,.64039958,901
262,Tomas Berdych,0-30,75,1,.66358024,324
262,Tomas Berdych,0-40,75,1,.64220184,109
262,Tomas Berdych,15-0,75,1,.66392964,1705
262,Tomas Berdych,15-15,75,1,.66695654,1150
262,Tomas Berdych,15-30,75,1,.67056859,598
262,Tomas Berdych,15-40,75,1,.67790264,267
262,Tomas Berdych,30-0,75,1,.68109542,1132
262,Tomas Berdych,30-15,75,1,.66134751,1128
262,Tomas Berdych,30-30,75,1,.68837804,783
262,Tomas Berdych,30-40,75,1,.63529414,425
262,Tomas Berdych,40-0,75,1,.68741894,771
262,Tomas Berdych,40-15,75,1,.6899696,987
262,Tomas Berdych,40-30,75,1,.65325445,845
262,Tomas Berdych,40-40,75,1,.66429842,563
262,Tomas Berdych,40-50,75,1,.63855422,249
262,Tomas Berdych,50-40,75,1,.61122662,481
265,Benjamin Mitchell,0-0,75,1,.5,10
265,Benjamin Mitchell,0-15,75,1,.60000002,5
265,Benjamin Mitchell,0-30,75,1,1,2
265,Benjamin Mitchell,15-0,75,1,.60000002,5
265,Benjamin Mitchell,15-15,75,1,.60000002,5
265,Benjamin Mitchell,15-30,75,1,1,4
265,Benjamin Mitchell,30-0,75,1,1,3
265,Benjamin Mitchell,30-15,75,1,.66666669,3
265,Benjamin Mitchell,30-30,75,1,.60000002,5
265,Benjamin Mitchell,30-40,75,1,0,2
265,Benjamin Mitchell,40-0,75,1,1,3
265,Benjamin Mitchell,40-15,75,1,.5,2
265,Benjamin Mitchell,40-30,75,1,.5,4
265,Benjamin Mitchell,40-40,75,1,1,2
265,Benjamin Mitchell,50-40,75,1,1,2
268,Hyeon Chung,0-0,75,1,.70454544,88
268,Hyeon Chung,0-15,75,1,.57692307,26
268,Hyeon Chung,0-30,75,1,.54545456,11
268,Hyeon Chung,0-40,75,1,.80000001,5
268,Hyeon Chung,15-0,75,1,.74193549,62
268,Hyeon Chung,15-15,75,1,.41935483,31
268,Hyeon Chung,15-30,75,1,.66666669,24
268,Hyeon Chung,15-40,75,1,.33333334,12
268,Hyeon Chung,30-0,75,1,.63043481,46
268,Hyeon Chung,30-15,75,1,.66666669,30
268,Hyeon Chung,30-30,75,1,.65384614,26
268,Hyeon Chung,30-40,75,1,.46153846,13
268,Hyeon Chung,40-0,75,1,.68965518,29
268,Hyeon Chung,40-15,75,1,.58620691,29
268,Hyeon Chung,40-30,75,1,.68965518,29
268,Hyeon Chung,40-40,75,1,.40000001,15
268,Hyeon Chung,40-50,75,1,.33333334,9
268,Hyeon Chung,50-40,75,1,.55555558,9
269,Philipp Kohlschreiber,0-0,75,1,.6440388,1753
269,Philipp Kohlschreiber,0-15,75,1,.62019229,624
269,Philipp Kohlschreiber,0-30,75,1,.64978904,237
269,Philipp Kohlschreiber,0-40,75,1,.63855422,83
269,Philipp Kohlschreiber,15-0,75,1,.66076171,1129
269,Philipp Kohlschreiber,15-15,75,1,.63116884,770
269,Philipp Kohlschreiber,15-30,75,1,.5981735,438
269,Philipp Kohlschreiber,15-40,75,1,.67685592,229
269,Philipp Kohlschreiber,30-0,75,1,.71581769,746
269,Philipp Kohlschreiber,30-15,75,1,.64183378,698
269,Philipp Kohlschreiber,30-30,75,1,.64187866,511
269,Philipp Kohlschreiber,30-40,75,1,.65088755,338
269,Philipp Kohlschreiber,40-0,75,1,.7116105,534
269,Philipp Kohlschreiber,40-15,75,1,.65448505,602
269,Philipp Kohlschreiber,40-30,75,1,.66480446,537
269,Philipp Kohlschreiber,40-40,75,1,.65499997,400
269,Philipp Kohlschreiber,40-50,75,1,.56179774,178
269,Philipp Kohlschreiber,50-40,75,1,.66563469,323
273,Ivan Ljubicic,0-0,75,1,.61176473,85
273,Ivan Ljubicic,0-15,75,1,.63636363,33
273,Ivan Ljubicic,0-30,75,1,.75,12
273,Ivan Ljubicic,0-40,75,1,0,3
273,Ivan Ljubicic,15-0,75,1,.65384614,52
273,Ivan Ljubicic,15-15,75,1,.58974361,39
273,Ivan Ljubicic,15-30,75,1,.60000002,25
273,Ivan Ljubicic,15-40,75,1,.60000002,10
273,Ivan Ljubicic,30-0,75,1,.64705884,34
273,Ivan Ljubicic,30-15,75,1,.5714286,35
273,Ivan Ljubicic,30-30,75,1,.40000001,30
273,Ivan Ljubicic,30-40,75,1,.5,24
273,Ivan Ljubicic,40-0,75,1,.68181819,22
273,Ivan Ljubicic,40-15,75,1,.62962961,27
273,Ivan Ljubicic,40-30,75,1,.59090906,22
273,Ivan Ljubicic,40-40,75,1,.61904764,21
273,Ivan Ljubicic,40-50,75,1,.55555558,9
273,Ivan Ljubicic,50-40,75,1,.64705884,17
275,Stanislas Wawrinka,0-0,75,1,.65743303,1083
275,Stanislas Wawrinka,0-15,75,1,.66846359,371
275,Stanislas Wawrinka,0-30,75,1,.60975611,123
275,Stanislas Wawrinka,0-40,75,1,.52083331,48
275,Stanislas Wawrinka,15-0,75,1,.61938202,712
275,Stanislas Wawrinka,15-15,75,1,.68208092,519
275,Stanislas Wawrinka,15-30,75,1,.61666667,240
275,Stanislas Wawrinka,15-40,75,1,.70940173,117
275,Stanislas Wawrinka,30-0,75,1,.6802721,441
275,Stanislas Wawrinka,30-15,75,1,.62626261,495
275,Stanislas Wawrinka,30-30,75,1,.63963962,333
275,Stanislas Wawrinka,30-40,75,1,.68965518,203
275,Stanislas Wawrinka,40-0,75,1,.65333331,300
275,Stanislas Wawrinka,40-15,75,1,.67632848,414
275,Stanislas Wawrinka,40-30,75,1,.63976943,347
275,Stanislas Wawrinka,40-40,75,1,.63396227,265
275,Stanislas Wawrinka,40-50,75,1,.59523809,126
275,Stanislas Wawrinka,50-40,75,1,.69545454,220
276,Andres Molteni,0-0,75,1,.16666667,6
276,Andres Molteni,0-15,75,1,.40000001,5
276,Andres Molteni,0-30,75,1,0,3
276,Andres Molteni,0-40,75,1,.33333334,3
276,Andres Molteni,15-0,75,1,0,1
276,Andres Molteni,15-15,75,1,.33333334,3
276,Andres Molteni,15-30,75,1,0,2
276,Andres Molteni,15-40,75,1,0,3
276,Andres Molteni,30-15,75,1,1,1
276,Andres Molteni,40-15,75,1,1,1
278,Maximo Gonzalez,0-0,75,1,.62,100
278,Maximo Gonzalez,0-15,75,1,.47368422,38
278,Maximo Gonzalez,0-30,75,1,.69999999,20
278,Maximo Gonzalez,0-40,75,1,.5,6
278,Maximo Gonzalez,15-0,75,1,.46774194,62
278,Maximo Gonzalez,15-15,75,1,.72549021,51
278,Maximo Gonzalez,15-30,75,1,.5714286,28
278,Maximo Gonzalez,15-40,75,1,.73333335,15
278,Maximo Gonzalez,30-0,75,1,.7241379,29
278,Maximo Gonzalez,30-15,75,1,.5777778,45
278,Maximo Gonzalez,30-30,75,1,.60000002,35
278,Maximo Gonzalez,30-40,75,1,.44,25
278,Maximo Gonzalez,40-0,75,1,.5714286,21
278,Maximo Gonzalez,40-15,75,1,.65714288,35
278,Maximo Gonzalez,40-30,75,1,.60606062,33
278,Maximo Gonzalez,40-40,75,1,.58333331,24
278,Maximo Gonzalez,40-50,75,1,.66666669,15
278,Maximo Gonzalez,50-40,75,1,.64705884,17
280,Andy Roddick,0-0,75,1,.64721483,377
280,Andy Roddick,0-15,75,1,.61654133,133
280,Andy Roddick,0-30,75,1,.54901963,51
280,Andy Roddick,0-40,75,1,.47826087,23
280,Andy Roddick,15-0,75,1,.6557377,244
280,Andy Roddick,15-15,75,1,.64457834,166
280,Andy Roddick,15-30,75,1,.55172414,87
280,Andy Roddick,15-40,75,1,.57999998,50
280,Andy Roddick,30-0,75,1,.71249998,160
280,Andy Roddick,30-15,75,1,.67320263,153
280,Andy Roddick,30-30,75,1,.64285713,98
280,Andy Roddick,30-40,75,1,.546875,64
280,Andy Roddick,40-0,75,1,.64912283,114
280,Andy Roddick,40-15,75,1,.67132866,143
280,Andy Roddick,40-30,75,1,.70909089,110
280,Andy Roddick,40-40,75,1,.58208954,67
280,Andy Roddick,40-50,75,1,.54545456,33
280,Andy Roddick,50-40,75,1,.7647059,51
284,Ramkumar Ramanathan,0-0,75,1,.47058824,17
284,Ramkumar Ramanathan,0-15,75,1,.44444445,9
284,Ramkumar Ramanathan,0-30,75,1,.40000001,5
284,Ramkumar Ramanathan,0-40,75,1,.66666669,3
284,Ramkumar Ramanathan,15-0,75,1,.25,8
284,Ramkumar Ramanathan,15-15,75,1,.5,10
284,Ramkumar Ramanathan,15-30,75,1,.42857143,7
284,Ramkumar Ramanathan,15-40,75,1,.5,6
284,Ramkumar Ramanathan,30-0,75,1,.5,2
284,Ramkumar Ramanathan,30-15,75,1,.5,6
284,Ramkumar Ramanathan,30-30,75,1,.83333331,6
284,Ramkumar Ramanathan,30-40,75,1,.25,4
284,Ramkumar Ramanathan,40-0,75,1,1,1
284,Ramkumar Ramanathan,40-15,75,1,0,3
284,Ramkumar Ramanathan,40-30,75,1,.5,8
284,Ramkumar Ramanathan,40-40,75,1,.80000001,5
284,Ramkumar Ramanathan,40-50,75,1,0,2
284,Ramkumar Ramanathan,50-40,75,1,.25,4
286,Philipp Oswald,0-0,75,1,.5714286,21
286,Philipp Oswald,0-15,75,1,.66666669,9
286,Philipp Oswald,0-30,75,1,.33333334,3
286,Philipp Oswald,0-40,75,1,1,2
286,Philipp Oswald,15-0,75,1,.75,12
286,Philipp Oswald,15-15,75,1,.55555558,9
286,Philipp Oswald,15-30,75,1,.60000002,5
286,Philipp Oswald,15-40,75,1,.5,4
286,Philipp Oswald,30-0,75,1,.77777779,9
286,Philipp Oswald,30-15,75,1,.2857143,7
286,Philipp Oswald,30-30,75,1,.375,8
286,Philipp Oswald,30-40,75,1,.42857143,7
286,Philipp Oswald,40-0,75,1,.85714287,7
286,Philipp Oswald,40-15,75,1,.66666669,3
286,Philipp Oswald,40-30,75,1,.25,4
286,Philipp Oswald,40-40,75,1,.83333331,6
286,Philipp Oswald,40-50,75,1,.66666669,3
286,Philipp Oswald,50-40,75,1,.60000002,5
287,Robin Kern,0-0,75,1,.30000001,10
287,Robin Kern,0-15,75,1,.42857143,7
287,Robin Kern,0-30,75,1,.75,4
287,Robin Kern,0-40,75,1,1,1
287,Robin Kern,15-0,75,1,.33333334,3
287,Robin Kern,15-15,75,1,.40000001,5
287,Robin Kern,15-30,75,1,.83333331,6
287,Robin Kern,15-40,75,1,1,2
287,Robin Kern,30-0,75,1,1,1
287,Robin Kern,30-15,75,1,1,2
287,Robin Kern,30-30,75,1,.60000002,5
287,Robin Kern,30-40,75,1,.25,4
287,Robin Kern,40-0,75,1,1,1
287,Robin Kern,40-15,75,1,1,2
287,Robin Kern,40-30,75,1,.66666669,3
287,Robin Kern,40-40,75,1,.5,2
287,Robin Kern,40-50,75,1,1,1
287,Robin Kern,50-40,75,1,.5,2
288,Lleyton Hewitt,0-0,75,1,.594697,792
288,Lleyton Hewitt,0-15,75,1,.53353661,328
288,Lleyton Hewitt,0-30,75,1,.62820512,156
288,Lleyton Hewitt,0-40,75,1,.56896549,58
288,Lleyton Hewitt,15-0,75,1,.58562368,473
288,Lleyton Hewitt,15-15,75,1,.61621624,370
288,Lleyton Hewitt,15-30,75,1,.59166664,240
288,Lleyton Hewitt,15-40,75,1,.62307692,130
288,Lleyton Hewitt,30-0,75,1,.6438849,278
288,Lleyton Hewitt,30-15,75,1,.61349696,326
288,Lleyton Hewitt,30-30,75,1,.66292137,267
